City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
139,moyynkum,44.2914,72.9469,279.55,77,65,3.14,KZ,1699579849
140,qurayyat,31.3318,37.3428,287.25,51,0,0.0,SA,1699579850
141,ust-nera,64.5667,143.2,246.99,95,67,1.35,RU,1699579850
142,susz,53.7174,19.3365,280.77,81,100,2.24,PL,1699579851
143,lebu,-37.6167,-73.65,282.89,86,3,5.45,CL,1699579851
144,fort mcmurray,56.7268,-111.381,267.92,86,0,4.12,CA,1699579852
145,sandnessjoen,66.0217,12.6316,266.44,74,87,5.44,NO,1699579852
146,coahuayana de hidalgo,18.7,-103.6583,299.35,85,97,1.14,MX,1699579602
147,black point,-34.6187,137.8972,303.7,32,55,3.05,AU,1699579853
148,aasiaat,68.7098,-52.8699,266.01,90,99,6.71,GL,1699579854
149,san antonio de pale,-1.4014,5.6325,299.09,79,100,5.08,GQ,1699579855
150,lewiston orchards,46.3804,-116.9754,281.1,70,0,4.12,US,1699579593
151,keflavik,64.0049,-22.5624,275.39,69,0,1.54,IS,1699579856
152,neryungri,56.6709,124.6491,256.69,91,98,3.9,RU,1699579856
153,paulo ramos,-4.2167,-45.1833,298.23,81,35,2.82,BR,1699579857
154,arar,30.9753,41.0381,291.16,29,0,4.63,SA,1699579857
155,anadyr,64.75,177.4833,263.43,78,0,4.0,RU,1699579858
156,saudarkrokur,65.7461,-19.6394,269.9,80,11,3.9,IS,1699579858
157,baoding,38.8511,115.4903,275.88,24,53,0.92,CN,1699579823
158,stanley,54.868,-1.6985,279.7,96,75,1.03,GB,1699579859
159,williams lake,52.1415,-122.1445,279.85,63,100,12.86,CA,1699579608
160,la mira,18.035,-102.3266,299.4,84,25,1.64,MX,1699579860
161,nishinoomote,30.7333,131.0,296.46,94,75,3.09,JP,1699579860
162,crane,31.3974,-102.3501,282.26,84,100,5.77,US,1699579861
163,qamdo,31.1667,97.2333,272.01,37,98,1.27,CN,1699579861
164,margaret river,-33.95,115.0667,289.18,58,87,3.12,AU,1699579862
165,gadzhiyevo,69.2551,33.3362,269.16,86,100,8.65,RU,1699579862
166,axim,4.8699,-2.2405,298.84,87,32,2.98,GH,1699579863
167,collingwood,44.4834,-80.2164,280.38,72,58,9.42,CA,1699579852
168,pisco,-13.7,-76.2167,292.18,88,100,6.69,PE,1699579864
169,olonkinbyen,70.9221,-8.7187,270.82,73,100,2.19,SJ,1699579864
170,kindu,-2.95,25.95,293.76,97,100,0.76,CD,1699579864
171,nar'yan-mar,67.6713,53.087,268.77,94,31,4.47,RU,1699579865
172,dudinka,69.4058,86.1778,267.94,88,100,13.3,RU,1699579866
173,nikolayevsk-on-amure,53.1406,140.73,270.95,80,100,3.99,RU,1699579867
174,petropavlovsk-kamchatsky,53.0452,158.6483,270.48,73,100,9.39,RU,1699579870
175,douala,4.0483,9.7043,297.57,95,100,0.44,CM,1699579871
176,guerrero negro,27.9769,-114.0611,292.72,59,0,5.53,MX,1699579872
177,mount gambier,-37.8333,140.7667,303.53,19,52,2.05,AU,1699579873
178,bikenibeu village,1.3673,173.1241,304.13,74,75,1.54,KI,1699579873
179,twon-brass,4.3151,6.2418,300.15,82,100,4.23,NG,1699579874
180,fada,9.5667,8.3,293.85,64,94,0.47,NG,1699579874
181,ulladulla,-35.35,150.4667,303.58,68,16,6.33,AU,1699579875
182,lusaka,-15.4067,28.2871,293.5,73,2,5.03,ZM,1699579875
183,pak phanang,8.3511,100.202,299.16,74,100,1.18,TH,1699579876
184,primero de enero,21.9469,-78.4283,297.59,94,2,3.32,CU,1699579876
185,ta`u,-14.2336,-169.5144,300.61,81,100,4.39,AS,1699579876
186,koidu,8.4167,-10.8333,295.55,98,98,0.23,SL,1699579877
187,saldanha,-33.0117,17.9442,286.18,87,0,4.04,ZA,1699579878
188,bairnsdale,-37.8333,147.6167,298.74,64,18,2.24,AU,1699579878
189,nadym,65.5333,72.5167,271.25,97,100,6.63,RU,1699579879
190,simanggang,1.2472,111.4528,300.14,89,40,1.54,MY,1699579879
191,kruisfontein,-34.0033,24.7314,286.08,78,0,2.13,ZA,1699579880
192,lutsk,50.7593,25.3424,279.38,75,100,4.95,UA,1699579880
193,nova vicosa,-17.8919,-39.3719,296.46,90,0,4.26,BR,1699579880
194,talcahuano,-36.7167,-73.1167,285.97,82,0,4.12,CL,1699579881
195,barcelos,41.5388,-8.6151,288.23,87,98,2.47,PT,1699579881
196,kingston,17.997,-76.7936,302.68,86,20,2.06,JM,1699579639
197,atafu village,-8.5421,-172.5159,302.4,76,100,6.43,TK,1699579882
198,kabul,34.5,69.4167,278.45,46,0,2.51,AF,1699579748
199,castillos,-34.1667,-53.8333,284.34,76,46,2.99,UY,1699579883
200,puerto san jose,13.9256,-90.8244,299.96,83,48,1.92,GT,1699579883
201,yakutsk,62.0339,129.7331,254.13,78,75,0.0,RU,1699579842
202,hirara,24.8,125.2833,301.3,83,75,3.6,JP,1699579884
203,shiguai,40.7058,110.2856,267.06,15,100,0.21,CN,1699579885
204,petrozavodsk,61.7849,34.3469,274.85,98,76,2.68,RU,1699579885
205,happy valley-goose bay,53.3168,-60.3315,271.32,69,100,4.63,CA,1699579886
206,igarka,67.4667,86.5833,263.3,84,99,10.76,RU,1699579886
207,chesma,53.8111,60.6533,276.78,84,100,3.56,RU,1699579887
208,jiutai,44.1525,125.8328,263.34,85,88,4.67,CN,1699579887
209,lihue,21.9789,-159.3672,300.92,71,0,3.09,US,1699579888
210,i-n-salah,27.1935,2.4607,295.49,36,2,5.86,DZ,1699579888
211,murehwa,-17.6432,31.784,290.13,92,53,1.68,ZW,1699579889
212,altai,46.3722,96.2583,263.66,93,99,0.38,MN,1699579890
213,inarajan village,13.2736,144.7484,304.26,82,100,8.1,GU,1699579893
214,tejupilco de hidalgo,18.9,-100.15,292.98,90,86,1.25,MX,1699579893
215,kapuskasing,49.4169,-82.4331,271.2,93,100,5.66,CA,1699579894
216,aleksandrovsk-sakhalinskiy,50.8975,142.1561,270.13,95,100,4.88,RU,1699579895
217,turpan,42.9333,89.1667,282.47,24,7,0.89,CN,1699579895
218,dakhla,23.6848,-15.958,292.58,86,1,6.99,EH,1699579896
219,puerto aysen,-45.4,-72.7,278.26,98,87,1.11,CL,1699579896
220,staryye ozinki,51.1786,49.6769,280.21,76,100,9.48,RU,1699579896
221,klaksvik,62.2266,-6.589,279.66,87,100,8.13,FO,1699579897
222,amungan,15.3652,119.9582,303.15,60,8,1.28,PH,1699579897
223,ulsteinvik,62.3432,5.8487,277.46,75,100,0.89,NO,1699579898
224,kasongo-lunda,-6.4667,16.8167,294.22,99,100,0.21,CD,1699579898
225,kovrov,56.3572,41.3192,277.21,93,16,3.51,RU,1699579899
226,ghat,24.9647,10.1728,293.89,19,2,1.61,LY,1699579899
227,santa rosalia,27.3167,-112.2833,292.6,55,0,3.61,MX,1699579899
228,tsiombe,-25.3,45.4833,293.04,87,13,2.23,MG,1699579900
229,karasburg,-28.0167,18.75,297.23,17,0,4.11,NA,1699579900
230,pangai,-19.8,-174.35,301.21,74,75,5.14,TO,1699579901
231,zaragoza,41.6561,-0.8773,285.4,67,0,2.06,ES,1699579901
232,ola,59.5833,151.2833,255.45,72,10,4.15,RU,1699579902
233,samana,19.2056,-69.3369,299.61,86,98,4.95,DO,1699579903
234,kailua-kona,19.6406,-155.9956,302.72,75,40,4.12,US,1699579903
235,baiyin,36.5583,104.2081,277.67,42,4,1.9,CN,1699579904
236,mejit,10.2753,170.8646,299.12,91,100,6.79,MH,1699579904
237,tolanaro,-25.0319,46.9987,295.19,73,40,3.09,MG,1699579905
238,melipilla,-33.7,-71.2167,293.51,71,100,0.94,CL,1699579905
239,brisas de zicatela,15.8369,-97.0419,302.44,54,40,2.57,MX,1699579906
240,margate,51.3813,1.3862,279.65,84,58,3.13,GB,1699579906
241,dunedin,-45.8742,170.5036,284.65,57,46,2.84,NZ,1699579810
242,morehead city,34.7229,-76.726,294.25,83,0,3.6,US,1699579808
243,sao gabriel da cachoeira,-0.1303,-67.0892,298.03,86,21,0.87,BR,1699579908
244,nuuk,64.1835,-51.7216,269.49,74,100,2.24,GL,1699579908
245,glendive,47.1053,-104.7125,274.94,69,100,0.0,US,1699579909
246,kerikeri,-35.2268,173.9474,290.26,64,39,3.35,NZ,1699579868
247,minas de marcona,-15.2119,-75.1103,288.34,82,50,3.47,PE,1699579910
248,aginskoye,51.1,114.53,262.95,74,14,4.85,RU,1699579910
249,lospalos,-8.5186,127.0025,304.78,38,7,3.14,TL,1699579910
250,nehe,48.4833,124.8333,263.97,82,58,3.45,CN,1699579911
251,onega,63.9061,38.1404,271.13,86,92,2.16,RU,1699579911
252,guajara mirim,-10.7828,-65.3394,300.13,65,25,0.77,BR,1699579911
253,port shepstone,-30.7414,30.455,290.78,86,0,2.2,ZA,1699579912
254,armidale,-30.5167,151.65,295.03,49,12,3.97,AU,1699579912
255,punta del este,-34.9667,-54.95,287.52,75,0,4.02,UY,1699579913
256,alofi,-19.0595,-169.9187,301.09,83,100,4.12,NU,1699579913
257,san pedro pochutla,15.7333,-96.4667,300.99,84,83,0.65,MX,1699579913
258,mega,4.05,38.3,288.03,75,91,2.85,ET,1699579914
259,baracoa,20.3467,-74.4958,299.79,89,72,5.29,CU,1699579915
260,port elizabeth,-33.918,25.5701,286.66,89,1,0.89,ZA,1699579915
261,aquiraz,-3.9014,-38.3911,302.06,81,95,6.1,BR,1699579915
262,portland,45.5234,-122.6762,283.14,89,100,5.14,US,1699579075
263,hithadhoo,-0.6,73.0833,300.55,76,97,4.24,MV,1699579916
264,mount isa,-20.7333,139.5,301.02,54,100,5.14,AU,1699579917
265,isabela,6.7085,121.9711,300.18,64,27,0.45,PH,1699579917
266,kuanda,56.3161,116.0806,257.44,84,45,1.23,RU,1699579917
267,vadso,70.0744,29.7487,271.24,86,100,9.26,NO,1699579717
268,ilmajoki,62.7333,22.5667,273.53,96,100,3.09,FI,1699579918
269,tambacounda,13.7539,-13.7586,297.18,73,0,1.03,SN,1699579918
270,narvik,68.4384,17.4272,272.49,95,22,1.46,NO,1699579919
271,sampit,-2.5333,112.95,304.91,58,79,0.57,ID,1699579919
272,burwell,53.293,0.0346,279.9,89,72,5.74,GB,1699579920
273,phan rang-thap cham,11.5667,108.9833,302.86,66,99,1.96,VN,1699579920
274,peniche,39.3558,-9.3811,287.29,71,96,4.07,PT,1699579920
275,wynyard,-41.0,145.7167,290.21,74,91,2.78,AU,1699579921
276,solleftea,63.1667,17.2667,275.07,98,100,3.26,SE,1699579922
277,tres lagoas,-20.7511,-51.6783,303.59,42,100,1.29,BR,1699579923
278,punta cardon,11.6581,-70.215,301.93,81,57,12.48,VE,1699579923
279,pudozh,61.8099,36.5345,272.56,90,100,1.34,RU,1699579924
280,ocean shores,46.9737,-124.1563,283.12,95,75,3.09,US,1699579924
281,noosa heads,-26.3833,153.15,298.21,64,100,4.51,AU,1699579925
282,benjamin aceval,-24.9667,-57.5667,298.48,79,100,5.25,PY,1699579926
283,egilsstadir,65.2653,-14.3948,275.1,80,100,4.63,IS,1699579926
284,chibougamau,49.9168,-74.3659,265.94,93,100,3.09,CA,1699579927
285,pontianak,-0.0333,109.3333,301.14,83,20,1.54,ID,1699579927
286,namibe,-15.1961,12.1522,292.08,88,26,2.12,AO,1699579928
287,togur,58.3631,82.8265,265.45,88,13,4.02,RU,1699579929
288,udachny,66.4167,112.4,259.14,93,95,1.79,RU,1699579929
289,new norfolk,-42.7826,147.0587,299.1,22,93,1.32,AU,1699579930
290,kotri,25.366,68.3122,298.13,39,0,2.32,PK,1699579930
291,fort st. john,56.2499,-120.8529,272.09,86,100,3.6,CA,1699579931
292,hermiston,45.8404,-119.2895,280.03,85,100,0.91,US,1699579931
293,atar,20.5169,-13.0499,295.11,28,0,3.14,MR,1699579932
294,colby,39.3958,-101.0524,279.84,42,0,3.09,US,1699579932
295,vila velha,-20.3297,-40.2925,297.01,80,0,0.89,BR,1699579933
296,zapata,26.9073,-99.2714,299.21,69,40,5.66,US,1699579935
297,port lincoln,-34.7333,135.8667,301.44,44,28,0.21,AU,1699579935
298,korla,41.7597,86.1469,281.15,35,56,5.62,CN,1699579936
299,la'ie,21.6477,-157.9253,303.13,68,13,3.58,US,1699579937
300,preobrazheniye,42.9019,133.9064,273.9,41,0,4.5,RU,1699579937
301,prabumulih,-3.45,104.25,305.9,52,87,0.81,ID,1699579938
302,batticaloa,7.7102,81.6924,299.44,80,18,1.48,LK,1699579938
303,laguna,38.421,-121.4238,289.44,55,0,1.54,US,1699579939
304,charlestown,-32.95,151.6667,300.2,70,11,2.68,AU,1699579877
305,machico,32.7,-16.7667,293.55,81,20,2.57,PT,1699579940
306,sinabang,2.4803,96.3801,300.34,80,100,2.2,ID,1699579940
307,kavaratti,10.5669,72.642,301.76,71,99,2.72,IN,1699579941
308,chonchi,-42.6128,-73.8092,281.55,97,25,0.82,CL,1699579941
309,al jawf,29.5,38.75,293.6,38,0,4.89,SA,1699579942
310,padangsidempuan,1.3667,99.2667,297.06,93,99,0.88,ID,1699579943
311,broome,42.2506,-75.833,280.36,81,0,3.09,US,1699579943
312,alice springs,-23.7,133.8833,305.9,25,0,3.6,AU,1699579814
313,ippy,6.2679,21.2247,293.26,98,96,0.27,CF,1699579944
314,arno,60.1167,18.6333,280.25,98,100,3.75,SE,1699579944
315,moussoro,13.6408,16.4901,300.57,19,100,5.04,TD,1699579945
316,greenville,35.6127,-77.3663,294.16,84,0,0.0,US,1699579925
317,vakarai,55.6035,23.8213,279.44,82,100,6.41,LT,1699579946
318,claveria,18.6074,121.0832,302.6,68,86,5.22,PH,1699579946
319,yangjiang,21.85,111.9667,298.96,81,50,2.37,CN,1699579717
320,fort bragg,35.139,-79.006,294.72,75,20,0.0,US,1699579947
321,susuman,62.7833,148.1667,247.14,97,86,0.6,RU,1699579948
322,conde,-7.2597,-34.9075,298.85,78,20,3.6,BR,1699579948
323,geraldton,-28.7667,114.6,294.38,49,75,8.75,AU,1699579948
324,palmer,42.1584,-72.3287,278.46,85,75,0.0,US,1699579949
325,kissidougou,9.1848,-10.0999,294.53,95,73,1.56,GN,1699579949
326,ivolginsk,51.7492,107.2837,262.96,85,75,1.0,RU,1699579950
327,helena valley west central,46.6629,-112.0604,276.42,61,0,3.09,US,1699579950
328,paita,-5.0892,-81.1144,292.67,82,13,7.61,PE,1699579951
329,midvagur,62.0511,-7.1939,279.61,81,100,1.54,FO,1699579951
330,tambopata,-12.7333,-69.1833,299.17,66,73,0.46,PE,1699579952
331,saue,59.3203,24.5525,280.01,79,100,3.09,EE,1699579952
332,lorengau,-2.0226,147.2712,302.39,72,100,6.51,PG,1699579953
333,okhotsk,59.3833,143.3,257.79,79,14,6.36,RU,1699579953
334,grantsville,40.5999,-112.4644,279.06,78,0,2.24,US,1699579953
335,fort-shevchenko,44.5086,50.263,285.77,83,100,11.14,KZ,1699579954
336,ciudad lazaro cardenas,17.9583,-102.2,299.96,81,15,1.67,MX,1699579955
337,labuan,5.2767,115.2417,303.35,74,20,1.03,MY,1699579956
338,hanceville,34.0607,-86.7675,294.05,93,100,3.8,US,1699579956
339,kentau,43.5206,68.5094,278.9,77,7,2.29,KZ,1699579957
340,nagqu,31.5,92.0,267.03,61,100,2.08,CN,1699579958
341,cidreira,-30.1811,-50.2056,291.66,84,100,4.19,BR,1699579958
342,clarion,41.2148,-79.3853,279.69,84,53,2.47,US,1699579959
343,hamilton,39.1834,-84.5333,286.36,45,100,3.6,US,1699579882
344,caceres,39.522,-6.3748,281.87,94,99,2.18,ES,1699579960
345,yuzhno-kurilsk,44.0306,145.8556,285.58,88,100,11.91,RU,1699579961
346,huanggang,23.677,116.9996,299.09,69,31,1.53,CN,1699579961
347,bei'an,24.5399,109.533,294.39,92,100,2.43,CN,1699579962
348,claremore,36.3126,-95.6161,285.22,43,75,3.6,US,1699579962
349,east london,-33.0153,27.9116,289.53,84,0,2.24,ZA,1699579963
350,toliara,-23.35,43.6667,294.56,72,3,2.15,MG,1699579964
351,losice,52.2113,22.718,279.29,79,100,6.0,PL,1699579964
352,rio grande,-32.035,-52.0986,289.79,69,0,5.49,BR,1699579664
353,sao jose da coroa grande,-8.8978,-35.1478,298.03,82,1,3.74,BR,1699579965
354,plouzane,48.3833,-4.6167,283.18,87,75,11.83,FR,1699579965
355,ilulissat,69.2167,-51.1,269.16,74,100,4.12,GL,1699579965
356,gaspra,44.4333,34.1,282.88,71,0,1.98,UA,1699579966
357,biltine,14.5333,20.9167,298.08,21,76,3.51,TD,1699579966
358,san marcos,33.1434,-117.1661,293.9,33,0,2.57,US,1699579966
359,altinyayla,39.2725,36.751,279.65,94,56,1.55,TR,1699579967
360,mili,6.0815,171.735,301.2,81,86,5.12,MH,1699579967
361,colonia menno,-22.3667,-59.8167,305.32,45,89,7.78,PY,1699579967
362,hede,33.7681,120.2517,285.12,50,100,8.57,CN,1699579968
363,puerto madero,14.7208,-92.4215,300.26,100,20,0.0,MX,1699579968
364,tucuma,-0.1833,-50.05,299.96,78,5,3.43,BR,1699579685
365,santa cruz,-17.8,-63.1667,301.85,74,71,2.57,BO,1699579841
366,sept-iles,50.2001,-66.3821,272.62,92,100,4.12,CA,1699579739
367,perevolotskiy,51.8763,54.1938,280.77,88,100,9.96,RU,1699579969
368,taoudenni,22.6783,-3.9836,295.52,14,0,3.6,ML,1699579969
369,tralee,52.2704,-9.7026,283.17,87,82,13.09,IE,1699579970
370,mpongwe,-13.5091,28.155,291.62,82,28,1.51,ZM,1699579970
371,murun-kuren,49.6342,100.1625,259.04,66,2,1.05,MN,1699579971
372,miyang,24.4042,103.4428,292.44,76,16,2.21,CN,1699579971
373,kirkwall,58.9848,-2.9587,276.18,93,20,0.0,GB,1699579971
374,fortuna,40.5982,-124.1573,285.89,90,75,0.45,US,1699579972
375,bam,29.106,58.357,289.57,41,0,0.47,IR,1699579972
376,horta,38.5333,-28.6333,293.72,95,62,6.71,PT,1699579973
377,palikir - national government center,6.9248,158.1611,304.62,74,100,2.57,FM,1699579973
